1.12 1.15 2937 31 33
1.15 1.18 2886 29 30
1.18 1.21 2874 27 26
1.21 1.24 2912 26 28
1.24 1.27 2913 28 29
1.27 1.30 2897 29 28
1.30 1.33 2901 27 27
1.33 1.36 2970 28 27
1.36 1.39 2955 30 30
1.39 1.42 2952 31 32
1.42 1.45 2978 26 26
1.45 1.48 2914 27 27
1.48 1.51 2929 26 27
1.51 1.54 2893 29 29
1.54 1.57 2862 28 28
1.57 1.60 2897 28 28
1.60 1.63 2884 27 26
